KodPracownika;Data_DD.MM.YY.;Data_HH:MM:SS;GodzinaWejscia;GodzinaWyjscia
1076;11.02.2021 00:00:00;07:54:48;15:54:48;
1076;15.02.2021 00:00:00;07:56:28;15:56:28;
1076;16.02.2021 00:00:00;07:51:12;15:51:12;
1076;17.02.2021 00:00:00;07:54:45;14:00:44;
1076;18.02.2021 00:00:00;07:52:42;15:52:42;
1076;19.02.2021 00:00:00;07:54:07;15:54:07;
683;01.02.2021 00:00:00;06:51:49;14:51:49;
683;02.02.2021 00:00:00;07:06:37;15:06:37;
683;03.02.2021 00:00:00;06:54:39;14:54:39;
683;04.02.2021 00:00:00;06:53:25;14:53:25;
683;05.02.2021 00:00:00;06:00:00;14:00:00;
683;08.02.2021 00:00:00;06:54:51;14:54:51;
683;09.02.2021 00:00:00;06:50:25;14:31:00;
683;10.02.2021 00:00:00;06:51:36;14:51:36;
683;11.02.2021 00:00:00;06:50:30;14:50:30;
683;12.02.2021 00:00:00;06:48:28;14:48:28;
683;15.02.2021 00:00:00;06:47:55;14:47:55;
683;16.02.2021 00:00:00;06:52:40;14:52:40;
683;17.02.2021 00:00:00;06:50:09;14:39:12;
683;18.02.2021 00:00:00;06:49:58;14:36:24;
683;19.02.2021 00:00:00;06:47:34;14:47:34;
683;22.02.2021 00:00:00;06:46:46;14:46:46;
683;23.02.2021 00:00:00;06:49:39;14:49:39;
683;24.02.2021 00:00:00;06:49:22;14:38:54;
683;25.02.2021 00:00:00;06:48:27;14:48:27;
683;26.02.2021 00:00:00;06:48:17;14:48:17;
157;01.02.2021 00:00:00;22:00:00;06:00:00;
157;02.02.2021 00:00:00;22:00:00;06:00:00;
157;03.02.2021 00:00:00;22:00:00;06:00:00;
157;04.02.2021 00:00:00;22:00:00;06:00:00;
157;05.02.2021 00:00:00;22:00:00;06:00:00;
157;08.02.2021 00:00:00;14:00:00;22:00:00;
157;09.02.2021 00:00:00;14:00:00;22:00:00;
157;10.02.2021 00:00:00;14:00:00;22:00:00;
157;11.02.2021 00:00:00;14:00:00;22:00:00;
157;12.02.2021 00:00:00;14:00:00;22:00:00;
157;16.02.2021 00:00:00;06:00:00;14:00:00;
157;17.02.2021 00:00:00;06:00:00;14:00:00;
157;18.02.2021 00:00:00;06:00:00;14:00:00;
157;19.02.2021 00:00:00;06:00:00;14:00:00;
157;20.02.2021 00:00:00;06:00:00;14:00:00;
157;22.02.2021 00:00:00;22:00:00;06:00:00;
157;23.02.2021 00:00:00;22:00:00;06:00:00;
157;24.02.2021 00:00:00;22:00:00;06:00:00;
157;25.02.2021 00:00:00;22:00:00;06:00:00;
157;26.02.2021 00:00:00;22:00:00;06:00:00;
431;02.02.2021 00:00:00;06:00:00;14:00:00;
431;03.02.2021 00:00:00;06:00:00;14:00:00;
431;04.02.2021 00:00:00;06:00:00;14:00:00;
431;05.02.2021 00:00:00;06:00:00;14:00:00;
431;06.02.2021 00:00:00;06:00:00;14:00:00;
431;08.02.2021 00:00:00;22:00:00;06:00:00;
431;09.02.2021 00:00:00;22:00:00;06:00:00;
431;10.02.2021 00:00:00;22:00:00;06:00:00;
431;11.02.2021 00:00:00;22:00:00;06:00:00;
431;12.02.2021 00:00:00;22:00:00;06:00:00;
431;15.02.2021 00:00:00;14:00:00;22:00:00;
431;16.02.2021 00:00:00;14:00:00;22:00:00;
431;17.02.2021 00:00:00;14:00:00;22:00:00;
431;18.02.2021 00:00:00;14:00:00;22:00:00;
431;22.02.2021 00:00:00;06:00:00;14:00:00;
431;23.02.2021 00:00:00;06:00:00;14:00:00;
431;24.02.2021 00:00:00;06:00:00;14:00:00;
431;25.02.2021 00:00:00;06:00:00;14:00:00;
431;26.02.2021 00:00:00;06:00:00;14:00:00;
431;27.02.2021 00:00:00;06:00:00;14:00:00;
831;01.02.2021 00:00:00;14:00:00;22:00:00;
831;02.02.2021 00:00:00;14:00:00;22:00:00;
831;03.02.2021 00:00:00;14:00:00;22:00:00;
831;09.02.2021 00:00:00;06:00:00;14:00:00;
831;10.02.2021 00:00:00;06:00:00;14:00:00;
831;11.02.2021 00:00:00;06:00:00;14:00:00;
831;15.02.2021 00:00:00;22:00:00;06:00:00;
831;16.02.2021 00:00:00;22:00:00;06:00:00;
831;17.02.2021 00:00:00;22:00:00;06:00:00;
831;18.02.2021 00:00:00;22:00:00;06:00:00;
831;19.02.2021 00:00:00;22:00:00;06:00:00;
831;22.02.2021 00:00:00;14:00:00;22:00:00;
831;23.02.2021 00:00:00;14:00:00;22:00:00;
831;24.02.2021 00:00:00;14:00:00;22:00:00;
831;25.02.2021 00:00:00;14:00:00;22:00:00;
831;26.02.2021 00:00:00;14:00:00;22:00:00;
831;27.02.2021 00:00:00;14:00:00;22:00:00;
6;01.02.2021 00:00:00;06:00:00;14:00:00;
6;02.02.2021 00:00:00;06:00:00;14:00:00;
6;03.02.2021 00:00:00;06:00:00;14:00:00;
6;04.02.2021 00:00:00;06:00:00;14:00:00;
6;05.02.2021 00:00:00;06:00:00;14:00:00;
6;08.02.2021 00:00:00;22:00:00;06:00:00;
6;09.02.2021 00:00:00;22:00:00;06:00:00;
6;10.02.2021 00:00:00;22:00:00;06:00:00;
6;11.02.2021 00:00:00;22:00:00;06:00:00;
6;12.02.2021 00:00:00;22:00:00;06:00:00;
6;15.02.2021 00:00:00;14:00:00;22:00:00;
6;16.02.2021 00:00:00;14:00:00;22:00:00;
6;17.02.2021 00:00:00;14:00:00;22:00:00;
6;18.02.2021 00:00:00;14:00:00;22:00:00;
6;19.02.2021 00:00:00;14:00:00;22:00:00;
6;22.02.2021 00:00:00;06:00:00;14:00:00;
6;23.02.2021 00:00:00;06:00:00;14:00:00;
6;24.02.2021 00:00:00;06:00:00;14:00:00;
6;25.02.2021 00:00:00;06:00:00;14:00:00;
6;26.02.2021 00:00:00;06:00:00;14:00:00;
61;01.02.2021 00:00:00;22:00:00;06:00:00;
61;02.02.2021 00:00:00;22:00:00;06:00:00;
61;03.02.2021 00:00:00;22:00:00;06:00:00;
1854;24.02.2021 00:00:00;06:00:00;14:00:00;
1854;25.02.2021 00:00:00;06:00:00;14:00:00;
1854;26.02.2021 00:00:00;06:00:00;14:00:00;
1854;27.02.2021 00:00:00;06:00:00;14:00:00;
1318;01.02.2021 00:00:00;22:00:00;06:00:00;
1318;02.02.2021 00:00:00;22:00:00;06:00:00;
1318;03.02.2021 00:00:00;22:00:00;06:00:00;
1318;04.02.2021 00:00:00;22:00:00;06:00:00;
1318;08.02.2021 00:00:00;14:00:00;22:00:00;
1318;09.02.2021 00:00:00;14:00:00;22:00:00;
1318;10.02.2021 00:00:00;14:00:00;22:00:00;
1318;11.02.2021 00:00:00;14:00:00;22:00:00;
1318;12.02.2021 00:00:00;14:00:00;22:00:00;
1318;15.02.2021 00:00:00;06:00:00;14:00:00;
1318;16.02.2021 00:00:00;06:00:00;14:00:00;
1318;17.02.2021 00:00:00;06:00:00;14:00:00;
1318;18.02.2021 00:00:00;06:00:00;14:00:00;
1318;19.02.2021 00:00:00;06:00:00;14:00:00;
1318;20.02.2021 00:00:00;06:00:00;14:00:00;
1318;22.02.2021 00:00:00;22:00:00;06:00:00;
1318;23.02.2021 00:00:00;22:00:00;06:00:00;
1318;24.02.2021 00:00:00;22:00:00;06:00:00;
1318;25.02.2021 00:00:00;22:00:00;06:00:00;
1318;26.02.2021 00:00:00;22:00:00;06:00:00;
716;01.02.2021 00:00:00;06:00:00;14:00:00;
716;02.02.2021 00:00:00;06:00:00;14:00:00;
716;03.02.2021 00:00:00;06:00:00;14:00:00;
716;04.02.2021 00:00:00;06:00:00;14:00:00;
716;05.02.2021 00:00:00;06:00:00;14:00:00;
716;08.02.2021 00:00:00;22:00:00;06:00:00;
716;09.02.2021 00:00:00;22:00:00;06:00:00;
716;10.02.2021 00:00:00;22:00:00;06:00:00;
716;11.02.2021 00:00:00;22:00:00;06:00:00;
716;15.02.2021 00:00:00;14:00:00;22:00:00;
716;16.02.2021 00:00:00;14:00:00;22:00:00;
716;17.02.2021 00:00:00;14:00:00;22:00:00;
716;18.02.2021 00:00:00;14:00:00;22:00:00;
716;19.02.2021 00:00:00;14:00:00;22:00:00;
716;22.02.2021 00:00:00;06:00:00;14:00:00;
716;23.02.2021 00:00:00;06:00:00;14:00:00;
716;24.02.2021 00:00:00;06:00:00;14:00:00;
716;25.02.2021 00:00:00;06:00:00;14:00:00;
716;26.02.2021 00:00:00;06:00:00;14:00:00;
716;27.02.2021 00:00:00;06:00:00;14:00:00;
799;01.02.2021 00:00:00;22:00:00;06:00:00;
799;02.02.2021 00:00:00;22:00:00;06:00:00;
799;03.02.2021 00:00:00;22:00:00;06:00:00;
799;04.02.2021 00:00:00;22:00:00;06:00:00;
799;15.02.2021 00:00:00;06:00:00;14:00:00;
799;16.02.2021 00:00:00;06:00:00;16:00:12;
799;17.02.2021 00:00:00;06:00:00;14:00:00;
799;18.02.2021 00:00:00;06:00:00;14:00:00;
799;19.02.2021 00:00:00;06:00:00;14:00:00;
799;22.02.2021 00:00:00;22:00:00;06:00:00;
799;23.02.2021 00:00:00;22:00:00;06:01:19;
799;24.02.2021 00:00:00;22:00:00;06:00:00;
799;25.02.2021 00:00:00;22:00:00;06:01:16;
799;26.02.2021 00:00:00;22:00:00;02:00:54;
120;02.02.2021 00:00:00;06:00:00;14:00:00;
120;03.02.2021 00:00:00;06:00:00;14:00:00;
120;04.02.2021 00:00:00;06:00:00;14:00:00;
120;05.02.2021 00:00:00;06:00:00;14:00:00;
120;06.02.2021 00:00:00;06:00:00;14:00:00;
120;07.02.2021 00:00:00;06:00:00;14:00:00;
120;08.02.2021 00:00:00;22:00:00;06:00:00;
120;09.02.2021 00:00:00;22:00:00;06:00:00;
120;10.02.2021 00:00:00;22:00:00;06:00:00;
120;11.02.2021 00:00:00;22:00:00;06:00:00;
120;12.02.2021 00:00:00;22:00:00;06:00:00;
120;15.02.2021 00:00:00;14:00:00;22:00:00;
120;16.02.2021 00:00:00;14:00:00;22:00:00;
120;17.02.2021 00:00:00;14:00:00;22:00:00;
120;18.02.2021 00:00:00;14:00:00;22:00:00;
120;19.02.2021 00:00:00;14:00:00;22:00:00;
120;20.02.2021 00:00:00;14:00:00;22:00:00;
120;22.02.2021 00:00:00;06:00:00;14:00:00;
120;23.02.2021 00:00:00;06:00:00;14:00:00;
120;24.02.2021 00:00:00;06:00:00;14:00:00;
120;25.02.2021 00:00:00;06:00:00;14:00:00;
120;26.02.2021 00:00:00;06:00:00;14:00:00;
120;27.02.2021 00:00:00;06:00:00;14:00:00;
120;01.02.2021 00:00:00;06:00:00;14:00:00;
77;01.02.2021 00:00:00;06:00:00;14:00:00;
77;02.02.2021 00:00:00;06:00:00;14:00:00;
77;03.02.2021 00:00:00;06:00:00;14:00:00;
77;04.02.2021 00:00:00;06:00:00;14:00:00;
77;05.02.2021 00:00:00;06:00:00;14:00:00;
77;08.02.2021 00:00:00;06:00:00;14:00:00;
77;09.02.2021 00:00:00;06:00:00;14:00:00;
77;10.02.2021 00:00:00;06:00:00;14:00:00;
77;11.02.2021 00:00:00;06:00:00;14:00:00;
77;12.02.2021 00:00:00;06:00:00;14:00:00;
77;15.02.2021 00:00:00;06:00:00;14:00:00;
77;16.02.2021 00:00:00;06:00:00;14:00:00;
77;17.02.2021 00:00:00;06:00:00;14:00:00;
77;18.02.2021 00:00:00;06:00:00;14:00:00;
77;19.02.2021 00:00:00;06:00:00;14:00:00;
77;22.02.2021 00:00:00;06:00:00;14:00:00;
77;23.02.2021 00:00:00;06:00:00;14:32:36;
77;24.02.2021 00:00:00;06:00:00;14:00:00;
77;25.02.2021 00:00:00;06:00:00;14:00:00;
77;26.02.2021 00:00:00;06:00:00;14:00:00;
149;01.02.2021 00:00:00;22:00:00;06:00:00;
149;02.02.2021 00:00:00;22:00:00;06:00:00;
149;03.02.2021 00:00:00;22:00:00;06:00:00;
149;04.02.2021 00:00:00;22:00:00;06:00:00;
149;05.02.2021 00:00:00;22:00:00;06:00:00;
149;08.02.2021 00:00:00;09:53:48;22:00:22;
149;09.02.2021 00:00:00;09:43:18;22:00:08;
149;10.02.2021 00:00:00;14:00:00;22:00:00;
149;11.02.2021 00:00:00;14:00:00;22:00:00;
149;12.02.2021 00:00:00;14:00:00;22:00:00;
149;13.02.2021 00:00:00;14:00:00;22:00:00;
149;15.02.2021 00:00:00;06:00:00;18:00:00;
149;16.02.2021 00:00:00;06:00:00;18:00:00;
149;17.02.2021 00:00:00;06:00:00;14:00:00;
149;18.02.2021 00:00:00;06:00:00;18:00:41;
149;19.02.2021 00:00:00;06:00:00;14:00:00;
149;22.02.2021 00:00:00;22:00:00;06:00:00;
149;23.02.2021 00:00:00;18:00:00;06:00:27;
149;24.02.2021 00:00:00;18:00:00;06:00:19;
149;25.02.2021 00:00:00;22:00:00;06:00:00;
149;26.02.2021 00:00:00;22:00:00;06:00:00;
309;01.02.2021 00:00:00;14:00:00;22:00:00;
309;02.02.2021 00:00:00;14:00:00;22:00:00;
309;03.02.2021 00:00:00;14:00:00;22:00:00;
309;04.02.2021 00:00:00;14:00:00;22:00:00;
309;05.02.2021 00:00:00;14:00:00;22:00:00;
309;07.02.2021 00:00:00;06:00:00;14:00:00;
309;08.02.2021 00:00:00;06:00:00;14:00:00;
309;09.02.2021 00:00:00;06:00:00;14:00:00;
309;10.02.2021 00:00:00;06:00:00;14:00:00;
309;11.02.2021 00:00:00;06:00:00;14:00:00;
309;12.02.2021 00:00:00;06:00:00;14:00:00;
309;15.02.2021 00:00:00;22:00:00;06:00:00;
309;16.02.2021 00:00:00;22:00:00;06:00:00;
309;17.02.2021 00:00:00;22:00:00;06:00:00;
309;18.02.2021 00:00:00;22:00:00;06:00:00;
309;19.02.2021 00:00:00;22:00:00;06:00:00;
309;22.02.2021 00:00:00;14:00:00;22:00:00;
309;23.02.2021 00:00:00;14:00:00;22:00:00;
309;24.02.2021 00:00:00;06:00:00;16:00:01;
309;25.02.2021 00:00:00;14:00:00;22:00:00;
309;26.02.2021 00:00:00;14:00:00;22:00:00;
309;27.02.2021 00:00:00;14:00:00;22:00:00;
1060;01.02.2021 00:00:00;06:00:00;14:00:00;
1060;02.02.2021 00:00:00;06:00:00;14:00:00;
1060;03.02.2021 00:00:00;06:00:00;14:00:00;
1060;04.02.2021 00:00:00;06:00:00;14:00:00;
1060;05.02.2021 00:00:00;06:00:00;14:00:00;
1060;07.02.2021 00:00:00;06:00:00;14:00:00;
1060;08.02.2021 00:00:00;22:00:00;06:00:00;
1060;09.02.2021 00:00:00;22:00:00;06:00:00;
924;11.02.2021 00:00:00;14:00:00;22:00:00;
924;12.02.2021 00:00:00;14:00:00;22:00:00;
924;13.02.2021 00:00:00;06:00:00;14:00:00;
924;15.02.2021 00:00:00;06:00:00;14:00:00;
924;16.02.2021 00:00:00;06:00:00;14:00:00;
924;17.02.2021 00:00:00;06:00:00;14:00:00;
924;18.02.2021 00:00:00;06:00:00;14:00:00;
924;19.02.2021 00:00:00;06:00:00;14:00:00;
924;20.02.2021 00:00:00;06:00:00;11:03:00;
924;22.02.2021 00:00:00;14:00:00;22:00:00;
924;23.02.2021 00:00:00;14:00:00;22:00:00;
924;24.02.2021 00:00:00;14:00:00;22:00:00;
924;25.02.2021 00:00:00;14:00:00;22:00:00;
924;26.02.2021 00:00:00;14:00:00;22:00:00;
845;01.02.2021 00:00:00;06:00:00;14:00:00;
845;02.02.2021 00:00:00;06:00:00;14:00:00;
845;03.02.2021 00:00:00;06:00:00;14:00:00;
845;04.02.2021 00:00:00;06:00:00;14:00:00;
845;05.02.2021 00:00:00;06:00:00;14:00:00;
845;09.02.2021 00:00:00;06:00:00;14:00:00;
845;10.02.2021 00:00:00;06:00:00;14:00:00;
845;11.02.2021 00:00:00;06:00:00;14:00:00;
845;15.02.2021 00:00:00;06:00:00;14:00:00;
845;16.02.2021 00:00:00;06:00:00;14:00:00;
845;17.02.2021 00:00:00;06:00:00;14:00:00;
845;18.02.2021 00:00:00;06:00:00;14:00:00;
845;19.02.2021 00:00:00;06:00:00;14:00:00;
845;22.02.2021 00:00:00;06:00:00;14:00:00;
845;23.02.2021 00:00:00;06:00:00;14:00:00;
845;24.02.2021 00:00:00;06:00:00;14:00:00;
845;25.02.2021 00:00:00;06:00:00;14:00:00;
845;26.02.2021 00:00:00;06:00:00;14:00:00;
845;27.02.2021 00:00:00;06:00:00;14:00:00;
241;01.02.2021 00:00:00;07:53:07;15:53:07;
241;02.02.2021 00:00:00;07:51:47;15:51:47;
241;03.02.2021 00:00:00;07:58:23;15:58:23;
241;04.02.2021 00:00:00;07:58:20;15:58:20;
241;05.02.2021 00:00:00;07:49:05;15:49:05;
241;08.02.2021 00:00:00;07:55:21;15:55:21;
241;09.02.2021 00:00:00;07:55:01;15:55:01;
241;10.02.2021 00:00:00;07:58:43;15:58:43;
241;11.02.2021 00:00:00;07:54:50;15:54:50;
241;12.02.2021 00:00:00;07:56:11;15:56:11;
241;22.02.2021 00:00:00;07:48:04;15:48:04;
241;23.02.2021 00:00:00;07:47:19;15:47:19;
241;24.02.2021 00:00:00;07:53:23;15:53:23;
241;25.02.2021 00:00:00;07:49:32;15:49:32;
241;26.02.2021 00:00:00;07:55:38;15:55:38;
333;01.02.2021 00:00:00;07:52:48;15:52:48;
333;02.02.2021 00:00:00;07:50:33;15:50:33;
333;03.02.2021 00:00:00;07:50:38;15:50:38;
333;04.02.2021 00:00:00;07:54:22;15:54:22;
333;05.02.2021 00:00:00;07:52:11;15:52:11;
333;08.02.2021 00:00:00;07:50:04;15:50:04;
333;09.02.2021 00:00:00;07:52:36;15:52:36;
333;11.02.2021 00:00:00;07:50:30;15:50:30;
333;12.02.2021 00:00:00;07:50:22;15:50:22;
333;15.02.2021 00:00:00;07:51:45;15:51:45;
333;16.02.2021 00:00:00;07:49:18;15:49:18;
333;17.02.2021 00:00:00;07:51:37;15:51:37;
333;18.02.2021 00:00:00;07:50:47;15:50:47;
333;19.02.2021 00:00:00;07:50:36;15:50:36;
333;22.02.2021 00:00:00;07:51:28;15:51:28;
333;23.02.2021 00:00:00;07:49:58;15:49:58;
333;24.02.2021 00:00:00;07:48:54;15:48:54;
333;25.02.2021 00:00:00;07:56:58;15:56:58;
333;26.02.2021 00:00:00;06:00:00;13:30:55;
100;01.02.2021 00:00:00;07:38:16;15:38:16;
100;02.02.2021 00:00:00;07:12:49;15:12:49;
100;03.02.2021 00:00:00;06:59:29;14:59:29;
100;04.02.2021 00:00:00;07:25:40;15:25:40;
100;05.02.2021 00:00:00;07:20:59;15:20:59;
100;08.02.2021 00:00:00;07:23:14;15:23:14;
100;09.02.2021 00:00:00;07:18:25;15:18:25;
100;10.02.2021 00:00:00;07:24:19;15:24:19;
100;11.02.2021 00:00:00;07:22:09;15:22:09;
100;12.02.2021 00:00:00;07:21:10;15:21:10;
100;15.02.2021 00:00:00;07:26:19;15:26:19;
100;16.02.2021 00:00:00;07:26:17;15:26:17;
100;17.02.2021 00:00:00;07:22:42;15:22:42;
100;18.02.2021 00:00:00;07:31:29;15:31:29;
100;19.02.2021 00:00:00;07:19:12;15:19:12;
100;22.02.2021 00:00:00;07:23:09;15:23:09;
100;23.02.2021 00:00:00;07:28:16;15:28:16;
100;24.02.2021 00:00:00;07:24:47;15:24:47;
100;25.02.2021 00:00:00;07:37:26;15:37:26;
100;26.02.2021 00:00:00;07:18:13;15:18:13;
974;01.02.2021 00:00:00;07:55:38;15:55:38;
974;02.02.2021 00:00:00;07:57:31;15:57:31;
974;03.02.2021 00:00:00;07:57:40;15:57:40;
974;04.02.2021 00:00:00;08:01:42;16:01:42;
974;05.02.2021 00:00:00;07:58:23;15:58:23;
974;08.02.2021 00:00:00;07:53:06;15:53:06;
974;09.02.2021 00:00:00;07:59:28;15:59:28;
974;10.02.2021 00:00:00;08:00:00;16:00:00;
974;11.02.2021 00:00:00;07:56:29;15:56:29;
974;12.02.2021 00:00:00;08:00:00;16:00:00;
974;15.02.2021 00:00:00;07:50:26;15:50:26;
974;22.02.2021 00:00:00;07:55:49;15:55:49;
974;23.02.2021 00:00:00;07:58:04;15:58:04;
974;24.02.2021 00:00:00;08:00:00;16:00:00;
974;25.02.2021 00:00:00;07:53:11;15:53:11;
974;26.02.2021 00:00:00;07:56:15;15:56:15;
430;01.02.2021 00:00:00;22:00:00;06:00:00;
430;02.02.2021 00:00:00;22:00:00;06:00:00;
430;03.02.2021 00:00:00;22:00:00;06:00:00;
430;04.02.2021 00:00:00;22:00:00;06:00:00;
430;08.02.2021 00:00:00;06:00:00;14:00:00;
430;09.02.2021 00:00:00;06:00:00;14:00:00;
430;10.02.2021 00:00:00;06:00:00;14:00:00;
430;11.02.2021 00:00:00;06:00:00;18:00:50;
430;12.02.2021 00:00:00;06:00:00;14:00:00;
430;15.02.2021 00:00:00;06:00:00;14:00:00;
430;16.02.2021 00:00:00;06:00:00;14:00:00;
430;17.02.2021 00:00:00;06:00:00;14:00:00;
430;18.02.2021 00:00:00;06:00:00;14:00:00;
430;19.02.2021 00:00:00;06:00:00;14:00:00;
430;20.02.2021 00:00:00;06:00:00;14:00:00;
430;22.02.2021 00:00:00;22:00:00;06:00:00;
430;23.02.2021 00:00:00;22:00:00;06:00:00;
430;24.02.2021 00:00:00;22:00:00;06:00:00;
430;25.02.2021 00:00:00;22:00:00;06:00:00;
1093;15.02.2021 00:00:00;06:00:00;14:00:00;
1093;16.02.2021 00:00:00;06:00:00;14:00:00;
1093;17.02.2021 00:00:00;06:00:00;14:00:00;
1093;18.02.2021 00:00:00;06:00:00;14:00:00;
1093;19.02.2021 00:00:00;06:00:00;14:00:00;
1093;22.02.2021 00:00:00;22:00:00;06:00:00;
1093;23.02.2021 00:00:00;22:00:00;06:00:00;
1093;24.02.2021 00:00:00;22:00:00;06:00:00;
1093;25.02.2021 00:00:00;22:00:00;06:00:00;
1093;26.02.2021 00:00:00;22:00:00;06:00:00;
376;01.02.2021 00:00:00;14:00:00;22:00:00;
376;02.02.2021 00:00:00;14:00:00;02:00:00;
376;03.02.2021 00:00:00;14:00:00;02:00:00;
376;04.02.2021 00:00:00;14:00:00;02:00:00;
376;05.02.2021 00:00:00;14:00:00;02:00:00;
376;06.02.2021 00:00:00;14:00:00;22:00:00;
376;08.02.2021 00:00:00;06:00:00;14:00:00;
376;09.02.2021 00:00:00;06:00:00;14:00:00;
376;10.02.2021 00:00:00;06:00:00;14:00:00;
376;11.02.2021 00:00:00;06:00:00;14:00:00;
376;12.02.2021 00:00:00;06:00:00;14:00:00;
376;13.02.2021 00:00:00;06:00:00;14:00:00;
376;14.02.2021 00:00:00;22:00:00;06:00:00;
376;15.02.2021 00:00:00;22:00:00;06:00:00;
376;16.02.2021 00:00:00;22:00:00;06:00:00;
376;17.02.2021 00:00:00;22:00:00;06:00:00;
1511;01.02.2021 00:00:00;22:00:00;06:00:00;
1511;02.02.2021 00:00:00;22:00:00;06:00:00;
1511;03.02.2021 00:00:00;22:00:00;06:00:00;
1511;04.02.2021 00:00:00;22:00:00;06:00:00;
1511;05.02.2021 00:00:00;22:00:00;06:00:00;
1511;08.02.2021 00:00:00;14:00:00;22:00:00;
576;15.02.2021 00:00:00;06:00:00;14:00:00;
576;16.02.2021 00:00:00;06:00:00;14:00:00;
576;17.02.2021 00:00:00;06:00:00;14:00:00;
576;18.02.2021 00:00:00;06:00:00;14:00:00;
576;19.02.2021 00:00:00;06:00:00;14:00:00;
576;22.02.2021 00:00:00;22:00:00;06:00:00;
202;01.02.2021 00:00:00;06:56:33;14:56:33;
202;02.02.2021 00:00:00;07:00:07;15:00:07;
202;03.02.2021 00:00:00;06:56:58;15:00:02;
202;04.02.2021 00:00:00;06:59:15;14:59:15;
202;05.02.2021 00:00:00;07:06:14;15:06:14;
202;08.02.2021 00:00:00;06:59:23;14:59:23;
202;09.02.2021 00:00:00;07:00:11;15:00:01;
202;10.02.2021 00:00:00;06:58:38;14:58:38;
202;11.02.2021 00:00:00;06:59:22;14:59:22;
202;12.02.2021 00:00:00;06:58:03;14:58:03;
202;15.02.2021 00:00:00;07:01:34;15:00:14;
202;16.02.2021 00:00:00;06:55:41;14:55:41;
202;17.02.2021 00:00:00;06:56:34;14:56:34;
202;18.02.2021 00:00:00;06:27:52;14:27:52;
202;19.02.2021 00:00:00;07:00:00;15:00:00;
202;22.02.2021 00:00:00;06:58:57;14:58:57;
202;23.02.2021 00:00:00;06:58:12;14:58:12;
202;24.02.2021 00:00:00;06:56:28;14:56:28;
202;26.02.2021 00:00:00;06:59:52;14:59:52;
194;01.02.2021 00:00:00;07:01:05;15:01:05;
194;02.02.2021 00:00:00;07:00:12;15:00:12;
194;03.02.2021 00:00:00;06:59:50;14:59:50;
194;04.02.2021 00:00:00;07:18:34;15:04:17;
194;05.02.2021 00:00:00;06:58:03;14:58:03;
194;08.02.2021 00:00:00;06:59:30;16:04:36;
194;09.02.2021 00:00:00;07:00:46;15:00:46;
194;10.02.2021 00:00:00;06:53:01;14:53:01;
194;11.02.2021 00:00:00;06:59:46;14:59:46;
194;15.02.2021 00:00:00;06:58:49;15:33:50;
194;16.02.2021 00:00:00;06:59:48;15:33:47;
194;17.02.2021 00:00:00;06:50:50;14:50:50;
194;18.02.2021 00:00:00;06:56:18;14:56:18;
194;19.02.2021 00:00:00;06:41:38;14:41:38;
194;22.02.2021 00:00:00;06:59:40;16:04:20;
194;23.02.2021 00:00:00;06:53:49;16:09:31;
194;24.02.2021 00:00:00;06:00:00;16:01:41;
194;25.02.2021 00:00:00;06:00:00;15:30:30;
194;26.02.2021 00:00:00;06:00:10;16:05:12;
194;27.02.2021 00:00:00;06:00:00;14:00:00;
28;01.02.2021 00:00:00;07:57:24;15:57:24;
28;02.02.2021 00:00:00;07:57:59;15:57:59;
28;03.02.2021 00:00:00;07:56:26;15:56:26;
28;04.02.2021 00:00:00;07:55:35;15:55:35;
28;05.02.2021 00:00:00;07:59:50;15:59:50;
28;08.02.2021 00:00:00;07:57:44;15:57:44;
28;10.02.2021 00:00:00;07:58:50;15:58:50;
28;11.02.2021 00:00:00;07:57:18;15:57:18;
28;12.02.2021 00:00:00;07:55:41;15:55:41;
28;15.02.2021 00:00:00;07:58:51;15:58:51;
28;16.02.2021 00:00:00;07:57:48;15:57:48;
28;17.02.2021 00:00:00;07:59:15;12:12:55;
28;18.02.2021 00:00:00;07:56:16;15:56:16;
28;19.02.2021 00:00:00;07:55:19;15:55:19;
28;22.02.2021 00:00:00;07:57:42;15:33:54;
28;23.02.2021 00:00:00;07:59:26;15:59:26;
28;24.02.2021 00:00:00;07:51:49;15:51:49;
28;25.02.2021 00:00:00;07:54:46;15:54:46;
28;26.02.2021 00:00:00;07:57:48;15:57:48;
1853;01.02.2021 00:00:00;14:00:00;22:00:00;
1853;02.02.2021 00:00:00;14:00:00;22:00:00;
1853;03.02.2021 00:00:00;09:55:58;22:01:11;
1853;04.02.2021 00:00:00;10:00:00;22:01:20;
1853;05.02.2021 00:00:00;09:52:03;22:01:47;
1853;08.02.2021 00:00:00;06:00:00;14:00:00;
1853;09.02.2021 00:00:00;06:00:00;14:00:00;
1853;10.02.2021 00:00:00;06:00:00;14:00:00;
1853;11.02.2021 00:00:00;06:00:00;14:00:00;
1853;12.02.2021 00:00:00;06:00:00;14:00:00;
1853;13.02.2021 00:00:00;06:00:00;14:00:00;
1853;14.02.2021 00:00:00;06:00:00;14:00:00;
1853;15.02.2021 00:00:00;22:00:00;06:00:00;
1853;16.02.2021 00:00:00;22:00:00;06:00:00;
1853;17.02.2021 00:00:00;22:00:00;06:00:00;
1853;18.02.2021 00:00:00;22:00:00;06:00:00;
1853;19.02.2021 00:00:00;22:00:00;06:00:00;
1853;22.02.2021 00:00:00;14:00:00;22:00:00;
