KodPracownika;Data_DD.MM.YY.;Data_HH:MM:SS;GodzinaWejscia;GodzinaWyjscia
2204;19.02.2021 00:00:00;06:00:00;14:00:00;
2204;20.02.2021 00:00:00;06:00:00;14:00:00;
2204;22.02.2021 00:00:00;22:00:00;06:00:00;
2204;23.02.2021 00:00:00;22:00:00;06:00:00;
2204;24.02.2021 00:00:00;22:00:00;06:00:00;
2204;25.02.2021 00:00:00;22:00:00;06:00:00;
2203;01.02.2021 00:00:00;14:00:00;22:00:00;
2203;02.02.2021 00:00:00;14:00:00;22:00:00;
2203;03.02.2021 00:00:00;14:00:00;22:00:00;
2203;04.02.2021 00:00:00;14:00:00;22:00:00;
2203;05.02.2021 00:00:00;14:00:00;22:00:00;
2203;06.02.2021 00:00:00;14:00:00;22:00:00;
2203;08.02.2021 00:00:00;06:00:00;14:00:00;
2203;09.02.2021 00:00:00;06:00:00;14:00:00;
2203;10.02.2021 00:00:00;06:00:00;14:00:00;
2203;11.02.2021 00:00:00;06:00:00;14:00:00;
2203;12.02.2021 00:00:00;06:00:00;14:00:00;
2203;13.02.2021 00:00:00;06:00:00;14:00:00;
2203;15.02.2021 00:00:00;22:00:00;06:00:00;
2203;16.02.2021 00:00:00;22:00:00;06:00:00;
2203;17.02.2021 00:00:00;22:00:00;06:00:00;
2203;18.02.2021 00:00:00;22:00:00;06:00:00;
2203;19.02.2021 00:00:00;22:00:00;06:00:00;
2203;22.02.2021 00:00:00;14:00:00;22:00:00;
2203;23.02.2021 00:00:00;14:00:00;22:00:00;
2203;24.02.2021 00:00:00;14:00:00;22:00:00;
2203;25.02.2021 00:00:00;14:00:00;22:00:00;
2203;26.02.2021 00:00:00;14:00:00;22:00:00;
2203;27.02.2021 00:00:00;14:00:00;22:00:00;
2167;08.02.2021 00:00:00;11:00:00;14:07:37;
2167;09.02.2021 00:00:00;06:00:00;14:00:00;
2167;10.02.2021 00:00:00;06:00:00;14:00:00;
2167;11.02.2021 00:00:00;06:00:00;14:00:00;
2167;12.02.2021 00:00:00;06:00:00;14:00:00;
2167;15.02.2021 00:00:00;22:00:00;06:00:00;
2167;16.02.2021 00:00:00;22:00:00;06:00:00;
2167;17.02.2021 00:00:00;22:00:00;06:00:00;
2167;18.02.2021 00:00:00;22:00:00;06:00:00;
2167;19.02.2021 00:00:00;22:00:00;06:00:00;
2167;22.02.2021 00:00:00;14:00:00;22:00:00;
2167;23.02.2021 00:00:00;14:00:00;22:00:00;
2167;24.02.2021 00:00:00;14:00:00;22:00:00;
2167;25.02.2021 00:00:00;14:00:00;22:00:00;
2167;26.02.2021 00:00:00;14:00:00;22:00:00;
2167;27.02.2021 00:00:00;14:00:00;22:00:00;
2177;01.02.2021 00:00:00;06:00:00;14:00:00;
2177;02.02.2021 00:00:00;06:00:00;14:00:00;
2177;03.02.2021 00:00:00;06:00:00;14:00:00;
2177;04.02.2021 00:00:00;06:00:00;14:00:00;
2177;05.02.2021 00:00:00;06:00:00;14:00:00;
2177;06.02.2021 00:00:00;06:00:00;14:00:00;
2177;08.02.2021 00:00:00;22:00:00;06:00:00;
2177;09.02.2021 00:00:00;22:00:00;06:00:00;
2177;10.02.2021 00:00:00;22:00:00;06:00:00;
2177;11.02.2021 00:00:00;22:00:00;06:00:00;
2177;12.02.2021 00:00:00;22:00:00;06:00:00;
2177;15.02.2021 00:00:00;14:00:00;22:00:00;
2177;16.02.2021 00:00:00;14:00:00;22:00:00;
2177;17.02.2021 00:00:00;14:00:00;22:00:00;
2177;18.02.2021 00:00:00;14:00:00;22:00:00;
2177;19.02.2021 00:00:00;14:00:00;22:00:00;
2177;22.02.2021 00:00:00;06:00:00;14:00:00;
2177;23.02.2021 00:00:00;06:00:00;14:00:00;
2177;24.02.2021 00:00:00;06:00:00;14:00:00;
2177;25.02.2021 00:00:00;06:00:00;14:00:00;
2177;26.02.2021 00:00:00;06:00:00;14:00:00;
2177;27.02.2021 00:00:00;06:00:00;14:00:00;
2197;01.02.2021 00:00:00;08:00:00;16:00:00;
2197;02.02.2021 00:00:00;07:51:34;15:51:34;
2197;03.02.2021 00:00:00;07:54:42;15:54:42;
2197;04.02.2021 00:00:00;07:50:23;15:50:23;
2197;05.02.2021 00:00:00;07:53:07;15:53:07;
2197;08.02.2021 00:00:00;07:54:00;15:54:00;
2197;09.02.2021 00:00:00;08:00:00;16:00:00;
2197;10.02.2021 00:00:00;08:00:00;16:00:00;
2197;11.02.2021 00:00:00;08:00:00;16:00:00;
2197;12.02.2021 00:00:00;07:53:34;15:53:34;
2197;15.02.2021 00:00:00;07:52:26;15:52:26;
2197;16.02.2021 00:00:00;07:51:34;15:51:34;
2197;17.02.2021 00:00:00;07:50:44;15:50:44;
2197;18.02.2021 00:00:00;07:52:14;15:52:14;
2197;19.02.2021 00:00:00;07:51:35;15:51:35;
2197;22.02.2021 00:00:00;08:00:00;16:00:00;
2197;23.02.2021 00:00:00;07:56:47;15:56:47;
2197;24.02.2021 00:00:00;07:50:59;15:50:59;
2197;25.02.2021 00:00:00;07:50:51;15:50:51;
2197;26.02.2021 00:00:00;07:52:44;15:52:44;
2221;08.02.2021 00:00:00;11:00:00;14:07:28;
2221;09.02.2021 00:00:00;06:00:00;14:00:00;
2221;10.02.2021 00:00:00;06:00:00;14:00:00;
2221;11.02.2021 00:00:00;06:00:00;14:00:00;
2221;12.02.2021 00:00:00;06:00:00;14:00:00;
2221;13.02.2021 00:00:00;06:00:00;14:00:00;
2221;15.02.2021 00:00:00;22:00:00;06:00:00;
2221;16.02.2021 00:00:00;22:00:00;06:00:00;
2221;17.02.2021 00:00:00;22:00:00;06:00:00;
2221;18.02.2021 00:00:00;22:00:00;06:00:00;
2221;19.02.2021 00:00:00;22:00:00;06:00:00;
2221;22.02.2021 00:00:00;14:00:00;22:00:00;
2221;23.02.2021 00:00:00;14:00:00;22:00:00;
2221;25.02.2021 00:00:00;14:00:00;22:00:00;
2221;26.02.2021 00:00:00;14:00:00;22:00:00;
7130;01.02.2021 00:00:00;14:00:00;22:00:00;
7130;02.02.2021 00:00:00;14:00:00;22:00:00;
7130;03.02.2021 00:00:00;14:00:00;22:00:00;
7130;04.02.2021 00:00:00;14:00:00;22:00:00;
7130;05.02.2021 00:00:00;14:00:00;22:00:00;
7130;08.02.2021 00:00:00;06:00:00;14:00:00;
7130;09.02.2021 00:00:00;06:00:00;14:00:00;
7130;10.02.2021 00:00:00;06:00:00;14:00:00;
7130;11.02.2021 00:00:00;06:00:00;14:00:00;
7130;12.02.2021 00:00:00;06:00:00;14:00:00;
7130;15.02.2021 00:00:00;22:00:00;06:00:00;
7130;16.02.2021 00:00:00;22:00:00;06:00:00;
7130;17.02.2021 00:00:00;22:00:00;06:00:00;
7130;18.02.2021 00:00:00;22:00:00;06:00:00;
7130;19.02.2021 00:00:00;22:00:00;06:00:00;
7130;22.02.2021 00:00:00;14:00:00;22:00:00;
7130;23.02.2021 00:00:00;14:00:00;22:00:00;
7130;24.02.2021 00:00:00;14:00:00;22:00:00;
7130;25.02.2021 00:00:00;14:00:00;22:00:00;
7130;26.02.2021 00:00:00;14:00:00;22:00:00;
2208;01.02.2021 00:00:00;14:00:00;22:00:00;
2208;02.02.2021 00:00:00;14:00:00;22:00:00;
2208;03.02.2021 00:00:00;14:00:00;22:00:00;
2208;04.02.2021 00:00:00;14:00:00;22:00:00;
2208;05.02.2021 00:00:00;14:00:00;22:00:00;
2208;08.02.2021 00:00:00;06:00:00;14:00:00;
2208;10.02.2021 00:00:00;06:00:00;14:00:00;
2208;11.02.2021 00:00:00;06:00:00;14:00:00;
2208;12.02.2021 00:00:00;06:00:00;14:00:00;
2208;15.02.2021 00:00:00;06:00:00;14:00:00;
2208;16.02.2021 00:00:00;06:00:00;14:00:00;
2208;17.02.2021 00:00:00;06:00:00;14:00:00;
2208;18.02.2021 00:00:00;06:00:00;14:00:00;
2208;19.02.2021 00:00:00;06:00:00;14:00:00;
2208;22.02.2021 00:00:00;06:00:00;14:00:00;
2208;24.02.2021 00:00:00;06:00:00;14:00:00;
2208;25.02.2021 00:00:00;06:00:00;14:00:00;
2208;26.02.2021 00:00:00;06:00:00;14:00:00;
2219;01.02.2021 00:00:00;22:00:00;06:00:00;
2219;02.02.2021 00:00:00;22:00:00;06:00:00;
2219;03.02.2021 00:00:00;22:00:00;06:00:00;
2219;04.02.2021 00:00:00;22:00:00;06:00:00;
2219;05.02.2021 00:00:00;22:00:00;06:00:00;
2219;08.02.2021 00:00:00;14:00:00;22:00:00;
2219;09.02.2021 00:00:00;14:00:00;22:00:00;
2219;10.02.2021 00:00:00;14:00:00;22:00:00;
2219;11.02.2021 00:00:00;14:00:00;22:00:00;
2219;12.02.2021 00:00:00;14:00:00;22:00:00;
2219;13.02.2021 00:00:00;14:00:00;22:00:00;
2219;15.02.2021 00:00:00;06:00:00;14:00:00;
2219;16.02.2021 00:00:00;06:00:00;14:00:00;
2219;17.02.2021 00:00:00;06:00:00;14:00:00;
2219;20.02.2021 00:00:00;06:00:00;14:00:00;
2219;22.02.2021 00:00:00;18:00:00;06:02:53;
2219;23.02.2021 00:00:00;18:00:00;06:05:50;
2219;24.02.2021 00:00:00;18:00:00;06:02:21;
2219;25.02.2021 00:00:00;18:00:00;06:01:11;
2285;01.02.2021 00:00:00;06:00:00;14:00:00;
2285;02.02.2021 00:00:00;06:00:00;14:00:00;
2285;03.02.2021 00:00:00;06:00:00;14:00:00;
2285;04.02.2021 00:00:00;06:00:00;14:00:00;
2285;05.02.2021 00:00:00;06:00:00;14:00:00;
2285;08.02.2021 00:00:00;22:00:00;06:00:00;
2285;09.02.2021 00:00:00;22:00:00;06:00:00;
2285;10.02.2021 00:00:00;22:00:00;06:00:00;
2285;11.02.2021 00:00:00;22:00:00;06:00:00;
2285;12.02.2021 00:00:00;22:00:00;06:00:00;
2285;15.02.2021 00:00:00;14:00:00;22:00:00;
2285;16.02.2021 00:00:00;14:00:00;22:00:00;
2285;17.02.2021 00:00:00;14:00:00;22:00:00;
2285;18.02.2021 00:00:00;14:00:00;22:00:00;
2285;19.02.2021 00:00:00;14:00:00;22:00:00;
2285;22.02.2021 00:00:00;06:00:00;14:00:00;
2285;23.02.2021 00:00:00;06:00:00;14:00:00;
2285;24.02.2021 00:00:00;06:00:00;14:00:00;
2285;25.02.2021 00:00:00;06:00:00;14:00:00;
2285;26.02.2021 00:00:00;06:00:00;14:00:00;
2285;27.02.2021 00:00:00;06:00:00;14:00:00;
2323;01.02.2021 00:00:00;14:00:00;22:00:00;
2323;02.02.2021 00:00:00;14:00:00;22:00:00;
2114;11.02.2021 00:00:00;06:00:00;14:00:00;
2114;12.02.2021 00:00:00;06:00:00;14:00:00;
2114;13.02.2021 00:00:00;06:00:00;14:00:00;
2114;15.02.2021 00:00:00;22:00:00;06:00:00;
2114;16.02.2021 00:00:00;22:00:00;06:00:00;
2114;17.02.2021 00:00:00;22:00:00;06:00:00;
2114;22.02.2021 00:00:00;14:00:00;22:00:00;
2114;23.02.2021 00:00:00;14:00:00;22:00:00;
2114;24.02.2021 00:00:00;14:00:00;22:00:00;
2114;25.02.2021 00:00:00;14:00:00;22:00:00;
2114;26.02.2021 00:00:00;14:00:00;22:00:00;
2114;27.02.2021 00:00:00;14:00:00;21:00:30;
2124;01.02.2021 00:00:00;07:53:38;15:29:50;
2124;02.02.2021 00:00:00;07:53:04;15:53:04;
2124;03.02.2021 00:00:00;07:52:59;15:52:59;
2124;04.02.2021 00:00:00;07:56:57;15:56:57;
2124;05.02.2021 00:00:00;07:56:39;15:56:39;
2124;11.02.2021 00:00:00;07:54:40;15:54:40;
2124;12.02.2021 00:00:00;08:47:10;16:00:36;
2124;15.02.2021 00:00:00;07:47:49;15:47:49;
2124;16.02.2021 00:00:00;07:53:04;15:53:04;
2124;17.02.2021 00:00:00;07:50:56;15:50:56;
2124;18.02.2021 00:00:00;07:54:53;15:54:53;
2124;19.02.2021 00:00:00;07:55:57;15:01:28;
2124;22.02.2021 00:00:00;07:28:48;15:28:48;
2124;23.02.2021 00:00:00;07:42:38;15:42:38;
2124;24.02.2021 00:00:00;08:48:56;16:01:31;
2124;25.02.2021 00:00:00;07:51:11;15:51:11;
2124;26.02.2021 00:00:00;08:52:14;16:00:07;
2126;01.02.2021 00:00:00;06:00:00;14:00:00;
2126;02.02.2021 00:00:00;06:00:00;14:00:00;
2126;03.02.2021 00:00:00;06:00:00;14:00:00;
2126;04.02.2021 00:00:00;06:00:00;14:00:00;
2126;05.02.2021 00:00:00;06:00:00;14:00:00;
2126;08.02.2021 00:00:00;22:00:00;06:00:00;
2126;09.02.2021 00:00:00;22:00:00;06:00:00;
2126;10.02.2021 00:00:00;22:00:00;06:00:00;
2126;11.02.2021 00:00:00;22:00:00;06:00:00;
2126;15.02.2021 00:00:00;14:00:00;22:00:00;
2126;17.02.2021 00:00:00;14:00:00;22:00:00;
2126;18.02.2021 00:00:00;14:00:00;22:00:00;
2126;19.02.2021 00:00:00;14:17:18;22:15:15;
2126;22.02.2021 00:00:00;06:00:00;14:00:00;
2126;23.02.2021 00:00:00;06:00:00;14:00:00;
2126;24.02.2021 00:00:00;06:00:00;14:00:00;
2126;25.02.2021 00:00:00;06:00:00;14:00:00;
2148;01.02.2021 00:00:00;22:00:00;06:00:00;
2148;02.02.2021 00:00:00;22:00:00;06:00:00;
2148;03.02.2021 00:00:00;22:00:00;06:00:00;
2148;04.02.2021 00:00:00;22:00:00;06:00:00;
2148;05.02.2021 00:00:00;22:00:00;06:00:00;
2148;08.02.2021 00:00:00;14:00:00;22:00:00;
2148;09.02.2021 00:00:00;14:00:00;22:00:00;
2148;10.02.2021 00:00:00;14:00:00;22:00:00;
2148;11.02.2021 00:00:00;14:00:00;22:00:00;
2148;12.02.2021 00:00:00;14:00:00;22:00:00;
2148;13.02.2021 00:00:00;14:00:00;22:00:00;
2148;15.02.2021 00:00:00;06:00:00;14:00:00;
2148;16.02.2021 00:00:00;06:00:00;14:00:00;
2148;17.02.2021 00:00:00;06:00:00;14:00:00;
2148;18.02.2021 00:00:00;06:00:00;14:00:00;
2148;19.02.2021 00:00:00;06:00:00;14:00:00;
2148;20.02.2021 00:00:00;06:00:00;14:00:00;
2148;22.02.2021 00:00:00;22:00:00;06:00:00;
2148;23.02.2021 00:00:00;22:00:00;06:00:00;
2148;24.02.2021 00:00:00;22:00:00;06:00:00;
2148;25.02.2021 00:00:00;22:00:00;06:00:00;
2175;01.02.2021 00:00:00;06:00:00;14:00:00;
2175;02.02.2021 00:00:00;06:00:00;14:00:00;
2175;03.02.2021 00:00:00;06:00:00;14:00:00;
2175;04.02.2021 00:00:00;06:00:00;14:00:00;
2175;05.02.2021 00:00:00;06:00:00;14:00:00;
2175;08.02.2021 00:00:00;22:00:00;06:00:00;
2175;09.02.2021 00:00:00;22:00:00;06:00:00;
2175;10.02.2021 00:00:00;22:00:00;06:00:00;
2175;11.02.2021 00:00:00;22:00:00;06:00:00;
2175;12.02.2021 00:00:00;22:00:00;06:00:00;
2175;15.02.2021 00:00:00;14:00:00;22:00:00;
2175;16.02.2021 00:00:00;14:00:00;22:00:00;
2175;17.02.2021 00:00:00;14:00:00;22:00:00;
2175;18.02.2021 00:00:00;14:00:00;22:00:00;
2175;19.02.2021 00:00:00;14:00:00;22:00:00;
2175;22.02.2021 00:00:00;06:00:00;14:00:00;
2175;23.02.2021 00:00:00;06:00:00;14:00:00;
2175;24.02.2021 00:00:00;06:00:00;14:00:00;
2175;25.02.2021 00:00:00;06:00:00;14:00:00;
2175;26.02.2021 00:00:00;06:00:00;14:00:00;
2175;27.02.2021 00:00:00;06:00:00;14:00:00;
2239;01.02.2021 00:00:00;06:00:00;14:00:00;
2239;02.02.2021 00:00:00;06:00:00;14:00:00;
2239;03.02.2021 00:00:00;06:00:00;14:00:00;
2239;04.02.2021 00:00:00;06:00:00;14:00:00;
2239;05.02.2021 00:00:00;06:00:00;14:00:00;
2239;06.02.2021 00:00:00;06:00:00;14:00:00;
2239;08.02.2021 00:00:00;22:00:00;06:00:00;
2239;09.02.2021 00:00:00;22:00:00;06:00:00;
2239;10.02.2021 00:00:00;22:00:00;06:00:00;
2239;11.02.2021 00:00:00;22:00:00;06:00:00;
2239;12.02.2021 00:00:00;22:00:00;06:00:00;
2239;15.02.2021 00:00:00;14:00:00;22:00:00;
2239;16.02.2021 00:00:00;14:00:00;22:00:00;
2239;17.02.2021 00:00:00;14:00:00;22:00:00;
2239;18.02.2021 00:00:00;14:00:00;22:00:00;
2239;19.02.2021 00:00:00;14:00:00;17:00:00;
2239;22.02.2021 00:00:00;06:00:00;14:00:00;
2239;23.02.2021 00:00:00;06:00:00;14:00:00;
2239;24.02.2021 00:00:00;06:00:00;14:00:00;
2239;25.02.2021 00:00:00;06:00:00;14:00:00;
2239;26.02.2021 00:00:00;06:00:00;14:00:00;
2241;01.02.2021 00:00:00;22:00:00;06:00:00;
2241;02.02.2021 00:00:00;22:00:00;06:00:00;
2241;03.02.2021 00:00:00;22:00:00;06:00:00;
2241;04.02.2021 00:00:00;22:00:00;06:00:00;
2241;08.02.2021 00:00:00;14:00:00;22:00:00;
2241;09.02.2021 00:00:00;14:00:00;22:00:00;
2241;10.02.2021 00:00:00;14:00:00;22:00:00;
2241;11.02.2021 00:00:00;14:00:00;22:00:00;
2241;12.02.2021 00:00:00;14:00:00;22:00:00;
2241;15.02.2021 00:00:00;06:00:00;14:00:00;
2241;16.02.2021 00:00:00;06:00:00;14:00:00;
2241;17.02.2021 00:00:00;06:00:00;14:00:00;
2241;18.02.2021 00:00:00;06:00:00;14:00:00;
2241;19.02.2021 00:00:00;06:00:00;14:00:00;
2241;22.02.2021 00:00:00;22:00:00;06:00:00;
2241;23.02.2021 00:00:00;22:00:00;06:00:00;
2241;24.02.2021 00:00:00;22:00:00;06:00:00;
2241;25.02.2021 00:00:00;22:00:00;06:00:00;
2241;26.02.2021 00:00:00;22:00:00;06:00:00;
2287;01.02.2021 00:00:00;22:00:00;06:00:00;
2287;02.02.2021 00:00:00;22:00:00;06:00:00;
2287;03.02.2021 00:00:00;22:00:00;06:00:00;
2287;04.02.2021 00:00:00;22:00:00;06:00:00;
2287;05.02.2021 00:00:00;22:00:00;06:00:00;
2287;08.02.2021 00:00:00;14:00:00;22:00:00;
2287;09.02.2021 00:00:00;14:00:00;22:00:00;
2287;10.02.2021 00:00:00;14:00:00;22:00:00;
2287;11.02.2021 00:00:00;14:00:00;22:00:00;
2287;12.02.2021 00:00:00;14:00:00;22:00:00;
2287;13.02.2021 00:00:00;14:00:00;22:00:00;
2287;15.02.2021 00:00:00;06:00:00;14:00:00;
2287;16.02.2021 00:00:00;06:00:00;14:00:00;
2287;17.02.2021 00:00:00;06:00:00;14:00:00;
2287;18.02.2021 00:00:00;06:00:00;14:00:00;
2287;19.02.2021 00:00:00;06:00:00;14:00:00;
2323;03.02.2021 00:00:00;14:00:00;22:00:00;
2323;05.02.2021 00:00:00;14:00:00;22:00:00;
2323;08.02.2021 00:00:00;06:00:00;14:00:00;
2323;09.02.2021 00:00:00;06:00:00;14:00:00;
2323;10.02.2021 00:00:00;06:00:00;14:00:00;
2323;11.02.2021 00:00:00;06:00:00;14:00:00;
2323;12.02.2021 00:00:00;06:00:00;14:00:00;
2323;13.02.2021 00:00:00;06:00:00;14:00:00;
2323;15.02.2021 00:00:00;22:00:00;06:00:00;
2323;16.02.2021 00:00:00;22:00:00;06:00:00;
2323;17.02.2021 00:00:00;22:00:00;06:00:00;
2323;18.02.2021 00:00:00;22:00:00;06:00:00;
2323;19.02.2021 00:00:00;22:00:00;06:00:00;
2323;22.02.2021 00:00:00;14:00:00;22:00:00;
2323;23.02.2021 00:00:00;14:00:00;22:00:00;
2323;24.02.2021 00:00:00;14:00:00;22:00:00;
2323;25.02.2021 00:00:00;14:00:00;22:00:00;
2323;26.02.2021 00:00:00;14:00:00;22:00:00;
2315;01.02.2021 00:00:00;22:00:00;06:00:00;
2315;02.02.2021 00:00:00;22:00:00;06:00:00;
2315;03.02.2021 00:00:00;22:00:00;06:00:00;
2315;04.02.2021 00:00:00;22:00:00;06:00:00;
2315;05.02.2021 00:00:00;22:00:00;06:00:00;
2315;06.02.2021 00:00:00;22:00:00;06:00:00;
2315;08.02.2021 00:00:00;14:00:00;22:00:00;
2315;09.02.2021 00:00:00;14:00:00;22:00:00;
2315;10.02.2021 00:00:00;14:00:00;22:00:00;
2315;11.02.2021 00:00:00;14:00:00;22:00:00;
2315;12.02.2021 00:00:00;14:00:00;22:00:00;
2315;15.02.2021 00:00:00;06:00:00;14:00:00;
2315;16.02.2021 00:00:00;06:00:00;14:00:00;
2315;17.02.2021 00:00:00;06:00:00;14:00:00;
2315;18.02.2021 00:00:00;06:00:00;14:00:00;
2315;19.02.2021 00:00:00;06:00:00;14:00:00;
2315;20.02.2021 00:00:00;06:00:00;14:00:00;
2315;22.02.2021 00:00:00;22:00:00;06:00:00;
2315;23.02.2021 00:00:00;22:00:00;06:00:00;
2315;24.02.2021 00:00:00;22:00:00;06:00:00;
2315;25.02.2021 00:00:00;22:00:00;06:00:00;
2315;26.02.2021 00:00:00;22:00:00;06:00:00;
2354;01.02.2021 00:00:00;14:00:00;22:00:00;
2354;02.02.2021 00:00:00;14:00:00;22:00:00;
2354;03.02.2021 00:00:00;14:00:00;22:00:00;
2354;04.02.2021 00:00:00;14:00:00;22:00:00;
2354;05.02.2021 00:00:00;14:00:00;22:00:00;
2354;08.02.2021 00:00:00;06:00:00;14:00:00;
2354;09.02.2021 00:00:00;06:00:00;14:00:00;
2354;10.02.2021 00:00:00;06:00:00;14:00:00;
2354;11.02.2021 00:00:00;06:00:00;14:00:00;
2354;15.02.2021 00:00:00;22:00:00;06:00:00;
2354;16.02.2021 00:00:00;22:00:00;06:00:00;
2354;18.02.2021 00:00:00;22:00:00;06:00:00;
2354;19.02.2021 00:00:00;22:00:00;06:00:00;
2354;22.02.2021 00:00:00;14:00:00;22:00:00;
2354;23.02.2021 00:00:00;14:00:00;22:00:00;
2354;24.02.2021 00:00:00;14:00:00;22:00:00;
2354;25.02.2021 00:00:00;14:00:00;22:00:00;
2354;26.02.2021 00:00:00;14:00:00;22:00:00;
1928;01.02.2021 00:00:00;09:17:35;14:40:00;
1928;02.02.2021 00:00:00;10:20:53;16:33:34;
1928;03.02.2021 00:00:00;11:20:03;17:43:39;
1928;04.02.2021 00:00:00;10:36:19;17:35:31;
1928;05.02.2021 00:00:00;11:23:23;17:38:43;
1928;08.02.2021 00:00:00;09:41:13;17:47:55;
1928;09.02.2021 00:00:00;11:13:49;17:40:11;
1928;10.02.2021 00:00:00;09:59:10;16:00:00;
1928;11.02.2021 00:00:00;11:25:24;17:30:00;
1928;12.02.2021 00:00:00;10:17:44;16:38:49;
1928;15.02.2021 00:00:00;10:05:14;16:38:22;
1928;16.02.2021 00:00:00;10:06:52;16:38:55;
1928;17.02.2021 00:00:00;10:03:23;16:47:13;
1928;18.02.2021 00:00:00;10:02:17;16:48:13;
1928;19.02.2021 00:00:00;10:23:57;16:39:01;
165;01.02.2021 00:00:00;09:00:00;17:00:00;
165;02.02.2021 00:00:00;09:00:00;16:27:41;
165;03.02.2021 00:00:00;09:24:31;17:24:31;
165;04.02.2021 00:00:00;09:24:07;17:24:07;
165;05.02.2021 00:00:00;09:23:08;16:17:40;
165;08.02.2021 00:00:00;11:07:41;19:07:41;
165;09.02.2021 00:00:00;08:30:00;16:30:00;
165;10.02.2021 00:00:00;09:00:00;17:00:00;
165;11.02.2021 00:00:00;13:03:27;18:00:00;
165;12.02.2021 00:00:00;08:59:57;16:18:23;
165;15.02.2021 00:00:00;09:30:00;17:00:00;
165;16.02.2021 00:00:00;09:30:00;17:30:00;
165;17.02.2021 00:00:00;08:00:00;16:00:00;
165;18.02.2021 00:00:00;09:00:00;17:00:00;
165;19.02.2021 00:00:00;08:53:08;16:53:08;
999;08.02.2021 00:00:00;06:00:00;14:00:00;
999;10.02.2021 00:00:00;06:00:00;14:00:00;
999;11.02.2021 00:00:00;06:00:00;14:00:00;
999;12.02.2021 00:00:00;06:00:00;14:00:00;
999;13.02.2021 00:00:00;06:00:00;14:00:00;
999;15.02.2021 00:00:00;06:00:00;14:00:00;
999;16.02.2021 00:00:00;06:00:00;14:00:00;
999;17.02.2021 00:00:00;06:00:00;14:00:00;
999;18.02.2021 00:00:00;06:00:00;14:00:00;
999;19.02.2021 00:00:00;06:00:00;14:00:00;
999;20.02.2021 00:00:00;06:00:00;14:00:00;
999;22.02.2021 00:00:00;06:00:00;14:00:00;
999;23.02.2021 00:00:00;18:00:00;06:00:54;
999;24.02.2021 00:00:00;18:00:00;06:02:19;
999;25.02.2021 00:00:00;18:00:00;06:01:14;
999;26.02.2021 00:00:00;22:00:00;06:00:00;
541;01.02.2021 00:00:00;06:00:00;14:00:00;
541;02.02.2021 00:00:00;06:00:00;14:00:00;
541;03.02.2021 00:00:00;06:00:00;14:00:00;
541;04.02.2021 00:00:00;06:00:00;14:00:00;
541;05.02.2021 00:00:00;06:00:00;14:00:00;
541;08.02.2021 00:00:00;22:00:00;06:00:00;
541;09.02.2021 00:00:00;22:00:00;06:00:00;
541;15.02.2021 00:00:00;14:00:00;22:00:00;
541;16.02.2021 00:00:00;14:00:00;22:00:00;
541;17.02.2021 00:00:00;14:00:00;22:00:00;
541;18.02.2021 00:00:00;14:00:00;22:00:00;
541;19.02.2021 00:00:00;14:00:00;22:00:00;
541;22.02.2021 00:00:00;06:00:00;14:00:00;
541;23.02.2021 00:00:00;06:00:00;14:00:00;
541;24.02.2021 00:00:00;06:00:00;14:00:00;
541;25.02.2021 00:00:00;06:00:00;14:00:00;
541;26.02.2021 00:00:00;06:00:00;14:00:00;
781;01.02.2021 00:00:00;06:00:00;14:00:00;
781;02.02.2021 00:00:00;06:00:00;14:00:00;
781;03.02.2021 00:00:00;06:00:00;14:00:00;
781;04.02.2021 00:00:00;06:00:00;14:00:00;
781;05.02.2021 00:00:00;06:00:00;14:00:00;
781;06.02.2021 00:00:00;06:00:00;14:00:00;
781;08.02.2021 00:00:00;22:00:00;06:00:00;
781;09.02.2021 00:00:00;22:00:00;06:00:00;
781;10.02.2021 00:00:00;22:00:00;06:00:00;
781;11.02.2021 00:00:00;22:00:00;06:00:00;
781;12.02.2021 00:00:00;22:00:00;06:00:00;
781;15.02.2021 00:00:00;14:00:00;22:00:00;
781;16.02.2021 00:00:00;14:00:00;22:00:00;
781;17.02.2021 00:00:00;14:00:00;22:00:00;
781;18.02.2021 00:00:00;14:00:00;22:00:00;
781;19.02.2021 00:00:00;14:00:00;22:00:00;
781;22.02.2021 00:00:00;06:00:00;14:00:00;
781;23.02.2021 00:00:00;06:00:00;14:00:00;
781;24.02.2021 00:00:00;06:00:00;14:00:00;
781;25.02.2021 00:00:00;06:00:00;14:00:00;
781;26.02.2021 00:00:00;06:00:00;14:00:00;
781;27.02.2021 00:00:00;06:00:00;14:00:00;
808;01.02.2021 00:00:00;06:00:00;14:00:00;
808;02.02.2021 00:00:00;06:00:00;14:00:00;
808;03.02.2021 00:00:00;06:00:00;14:00:00;
808;04.02.2021 00:00:00;06:54:12;15:35:01;
808;05.02.2021 00:00:00;06:00:00;14:34:28;
808;08.02.2021 00:00:00;06:00:00;14:00:00;
808;10.02.2021 00:00:00;06:00:00;14:00:00;
808;11.02.2021 00:00:00;06:00:00;14:00:00;
808;12.02.2021 00:00:00;06:00:00;14:00:00;
808;16.02.2021 00:00:00;06:00:00;14:00:00;
808;17.02.2021 00:00:00;06:00:00;14:00:00;
808;18.02.2021 00:00:00;06:00:00;14:00:00;
808;19.02.2021 00:00:00;06:30:25;15:00:48;
808;22.02.2021 00:00:00;06:00:00;14:00:00;
